Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  01/2013;0;0;7.8;1.7;0;0;18.7;0;14.6;1.1;7.3;0;16.3;7.3;47.6;1.2;22.1;0;8.2;1.5;1.3;1.5;2.8;2.8;0;4.9;20.3;0.3;0.5;0;0.4;47.6;190.2
  02/2013;0;11.3;4;19.3;1.8;0;0.7;12.3;24.5;11.3;12.8;0.4;0.4;52.1;10.2;30;0.1;0;6.6;1.4;0;0;28;0.3;14.8;0;39.1;0;---;---;---;52.1;281.4
  03/2013;0;0;0;0;0;4.7;2.5;0;45;45;4.7;4.9;1.4;2.8;0.3;0;0;23.6;0.3;0.2;9.8;1.5;0;0.2;12.8;0;28.8;0.2;2.1;0;0.3;45;191.1
  04/2013;0;0;1;3.1;7.8;6.2;0;1.6;0.4;0;0;35.7;21.3;14.1;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;---;35.7;91.8
  05/2013;0;0;0;0;0;2.6;0.1;0;0.1;0.2;0.1;0.1;0;0;0.1;0;1.9;0.3;0;0;0.1;0;15.6;1.1;0.3;0;0;0.5;5.9;0;11.1;15.6;40.1
  06/2013;0;0;14.2;1.2;0;0.1;0;0;0;0;0;0.5;0.3;0;0;0.1;17.2;0;0;0.1;0.3;0.7;0;0;28.6;43.5;10.3;0;0;9.7;---;43.5;126.8
  07/2013;13.8;17.9;0;0;0;0;0;0;0.4;0.2;0;0;0;0;0.1;0.2;0;0;0;5.3;7.6;3.8;7.4;2.2;22.2;1.8;3.1;0;0;0;0;22.2;86
  08/2013;0;0;0;0;0;0;0;0;0;0;0;0;0;2.1;1.3;3.6;0.1;0.9;0;0;0;0;0;0;0;0.1;1.9;0;0;0.1;0;3.6;10.1
  09/2013;0;0;0;2.7;0.1;0.1;0;0;0.1;0;0.1;0;0;0;0;0;2.1;2.7;7.8;2.8;0;1.2;35.8;26.9;0.5;1.8;0;0;5.8;0.4;---;35.8;90.9
  10/2013;8.1;13.6;0;24;0.2;0.4;0.1;0.9;0;0;0;0;0;0;16.8;12.4;19.7;0.1;8.2;0;0.1;0;0;3.6;5.8;0.8;0.3;1.7;0;0;0;24;116.8
  11/2013;0;0.1;0;0;42.9;0.6;11.2;0.3;0.1;0.1;0.1;0;0.1;0;0.2;0;47.5;4.2;0;24.7;0;24.4;7.5;17.4;6.3;4.5;8.1;0;0;0.5;---;47.5;200.8
  12/2013;0.9;1.7;8.5;0;0;16;0;0;0;2.2;8.9;0.8;0;0;0;0;0;0;0;0;0;0.6;0;0;0;7.5;0;0;24.2;0;0;24.2;71.3
  01/2014;0;5.5;0;0;1.6;0.8;0;0.1;1.4;0;4.2;0.6;1.1;9.5;22.6;34.3;42.6;14.7;0;0.1;0;3.6;0;18.7;37.9;0;0;0;0;0;0;42.6;199.3
  02/2014;0;0;0;1.3;2.8;0;0;0;0;0;0;0.1;0;26.8;16.6;1.8;9.2;1.3;0;0;0;0.5;1.6;0;1.7;3.2;1;5.6;---;---;---;26.8;73.5
  03/2014;22.7;1.1;0.1;0;2.3;10.6;0.2;61.6;4.6;0;0;15;65.3;0.3;5.4;0;0.5;0;1.5;0.6;3.3;6.6;3.7;0.2;0;0;0;2.5;0;0;21.5;65.3;229.6
  04/2014;2.3;9.9;0.4;3.5;0;0;0;0;0;0;0;0;53.3;1;0.8;17.7;0;0.1;0;1.6;0.6;0.1;0;0.2;1.4;0.9;0.1;0;0;0;---;53.3;93.9
  05/2014;0;0;0;0;0;0.1;0;0.1;0;0.2;0.4;0;0.2;0;0;0;0;0;5.8;0;0;0;17.5;17.6;2;15.6;0.1;1.9;0.9;2.1;0.1;17.6;64.6
  06/2014;0;0.1;0;0;0;0;21.1;0;0.1;0.3;0.6;0.2;0;0;0;0;0;0;4.3;0.5;0;0;0;0;0;0.1;0.1;0;0;0;---;21.1;27.4
  07/2014;0;0;0;0;0;0;0;3.3;0.8;8.6;13.2;1;0;0;0;0;0;0;1;0;0;0;0;0;5.6;0.3;1.4;1.4;0;0;0;13.2;36.6
  08/2014;0.1;0;0.1;0.1;0.4;0;0.1;0;1.3;0;0;0;0;15.5;0.4;0;1.5;1.6;0;0;0.1;0;0;0.1;0;0;6.9;0.3;0;0;0;15.5;28.5
  09/2014;9.5;0.1;17.6;4.2;0.7;0.1;0;0.1;0.1;0;0;0;0.1;0.2;0;1.1;0;0;0.2;7;6.6;1.9;0;0.4;1;21.5;0;0.2;0.5;0.1;---;21.5;73.2
  10/2014;0;1;1.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;1.2;3.1;0.2;0;0;0;0;17.9;0.2;0;0;0;17.9;25.1
  11/2014;0.3;4.5;0;3.3;11.1;1.1;0;10.5;1.8;0;0;0;0;19.3;3.1;0.1;0;0;0;0;0;0;0;0.7;0;61.2;34.6;0.3;0;0;---;61.2;151.9
  12/2014;0;1.9;0;0;8.1;0;0;0;0;0;2.2;9.3;35.7;1.6;6.2;0;0;0;0;13.3;0;0;91.1;9.7;0;13.8;0;0;12.7;11.7;0;91.1;217.3
  01/2015;0.4;0;23.2;3.5;2.5;4.7;0;19.4;9.5;0;2;0.8;14.3;0.1;38.5;0;0.2;0;0;0;0;24.3;4.8;1.5;17.2;48.7;2.6;42.7;0;0;1.6;48.7;262.5
  02/2015;0;1.6;11.3;0;17.3;40;21.1;1.5;0;1.8;20.3;0;0;0;0;16.9;31.3;20.5;9;0.3;0;0;0;0;26.1;33.8;0;0;---;---;---;40;252.8
  03/2015;32.7;0;0;0;0;0;19.3;30.1;12.1;0.6;1;2.9;2.4;13.4;7.4;1.2;38.4;0.3;0.2;37.7;24.6;6.4;0.5;0;0;0;0;0;0.5;12.6;0.5;38.4;244.8
  04/2015;0;1.2;0;0;0;0;6.3;0.7;0;0;0;0;0;0;0.1;12.1;0.6;0;0;0.9;0;10.7;15;0;0;2.2;0;0;0;0.3;---;15;50.1
  05/2015;0;0;0;0;3.4;0.3;0.1;1.9;0;0;30.1;0.7;3.4;0.3;0;0;0;0;0;0;0;0;0;0;0;0;2.7;0;9.8;0;3.6;30.1;56.3
  06/2015;2.1;1.1;0;0;0;0.1;0;0;0.1;0;0.3;0.1;0.8;0;0;9.1;0;0;4.9;4.5;0;0;0;7.1;3.4;0.1;0.1;0;0.1;0;---;9.1;33.9
  07/2015;0;0.4;37.7;18.4;6.7;0.1;0;8.3;0.6;0;0;2;0;0.1;0.1;0;0;0;0;0;0;0.6;0.2;0;15.4;28.2;0.1;0;0.1;0;0;37.7;119
  08/2015;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.1;0;0;0;0;0;1.3;0;0.1;0.2;3.7;0.9;0.1;17.4;0.1;0;0.1;17.4;24.4
  09/2015;0;0.2;0;0;8;0.1;2.4;19.6;73.9;0;25.6;30.6;0.5;0.2;0;0.1;0.1;0;0.1;0.1;0.1;0;0.1;0;0;21.5;2.8;30.6;0;0;---;73.9;216.6
  10/2015;1.1;0;20.9;0.9;0.1;0.2;0;0;0;0.4;0.2;0;8.1;0.1;0;0;0;0.7;0;0;0;21.1;17.7;1.1;0;22.5;1.2;0;1.4;0;0;22.5;97.7
  11/2015;0.7;57.3;10.2;5.5;15.9;0.3;1.9;0.2;18.5;13.9;0.1;16.6;0.1;19.9;7.8;0.1;0;26.7;0;10.5;21.5;0;5.3;4.5;0.1;0.3;0.1;0;8.2;42.3;---;57.3;288.5
  12/2015;0.5;0.2;0.4;0;0;29.5;16.8;0.1;0;0;0.1;0;17.1;0;21.3;11.4;0.8;0;1;6.6;3.5;0.1;31.4;5.7;1.1;0;1.3;4;16.8;2.5;0.6;31.4;172.8
  01/2016;0.4;12.5;10.5;0.3;0;0;0;0;0;43.1;11.8;8.3;1.3;0.6;16.7;4;0.1;0;0;0.6;1;0;0;0;10.7;0;0.5;39.3;0;7;0.1;43.1;168.8
  02/2016;0.1;0;0;0;0;43.9;0;0.1;0.4;0;0;14.2;0;0;0;74.2;1.7;33.1;7.9;38.5;39.3;22.6;0.2;0.6;6.2;2;0;13;40.7;---;---;74.2;338.7
  03/2016;10.7;9.2;17;13.9;0.5;0;3.5;2;0;33.3;71.6;1;0;0.7;0;1.5;0;0;0;0;0;0;0.3;6;0.6;20.1;0;0;0;0;2;71.6;193.9
  04/2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;0.4;0;0;---;2.4;2.8
  05/2016;0;0.1;0;0;0;0;0;0;0;0.2;0;0.2;1.4;0.2;0;1;9.4;0;22.8;2.2;41.1;8.1;23.7;1;1.9;0;0;0;0;0;21.2;41.1;134.5
  06/2016;17;35;11.7;3.7;33;14.9;76;1.1;0.2;0.1;0;0;0.1;0;0.1;0;0;0;0;0;0.1;1.5;2.6;0;0;0;0;0;0;0;---;76;197.1
  07/2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.4;7.4
  08/2016;0;0;0.3;0;0;0;0;0;0;0.6;0;0.4;0.2;0;0.2;3.8;0;8.9;0.4;0.6;39;8.5;0.8;0.1;0.1;0;0.1;0;0;0;0.8;39;64.8
  09/2016;8.5;0;0;0.1;0;8;1.7;0.1;0;0;0;0;0;0;0;0;0;0;10;0.3;0.4;0.9;0;0.1;0.5;2.1;0;0;0;0.4;---;10;33.1
  10/2016;0;0.3;0;12.8;2.5;0;10.6;0.2;0.1;0;0.1;0.2;2.5;9.7;0;0;0.4;0;0;2;5.9;0.5;0;0;9.2;4.3;13.3;7.6;0;0;0;13.3;82.2
  11/2016;0;0;1.9;43.6;0.6;0;1.1;0;0;25.4;11.9;1.5;9;20.6;2.4;1.8;9.8;0.4;2.1;0.1;0;0;0;6.4;0;0.1;0;0.4;45;3.5;---;45;187.6
  12/2016;0;2;0.1;12.4;8.3;0;0;4.8;4.5;0.3;27.5;12.7;4.4;0;1.4;0.3;0;0;0;0.7;12;21;0;3.1;0.1;0.1;4.1;0.1;0;14.2;0.1;27.5;134.2
  01/2017;3.5;0.4;59.8;13.6;0.2;0;0.5;2.4;0;4.6;0;8.1;3.3;0;0;45.4;59.9;13.8;29.6;30.6;21.8;26.4;6.1;0.6;0.4;0.1;24.3;13;0.3;0.1;0;59.9;368.8
  02/2017;3;40.6;4.9;7.6;1.9;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;7.9;0.3;73.2;0.3;0;0.6;---;---;---;73.2;158.4
  03/2017;0;0;29.4;0.8;1.1;21.6;30.1;33.4;0;0;0.2;5.8;0;0;2.3;0;0;12.7;2.4;0.5;0;0;0.1;0;0;0;0.7;0;0;0.2;0;33.4;141.3
  04/2017;0.5;0.7;0;0;0;6.7;96.1;2.8;0.5;0.5;0;1.9;6.8;0.1;0;0;0;1.6;0.1;0;0;44.4;3.6;0;0;0;20.9;0.4;0;0;---;96.1;187.6
  05/2017;0;0;0;0;13.2;19.1;1.6;0.2;0.1;0;0.2;0;0;0;0;0;0;0;21.4;27.1;0;52.7;0;0;0;0;0;0;0;0.3;0;52.7;135.9
  06/2017;0;0;0;0;0;52;32;0.1;0.9;0;0.1;0.1;2;11.6;0;0;0.1;0.1;0;1;1.5;0;0.2;0.1;0;0;0;0;0.1;0.1;---;52;102
  07/2017;0;0.7;0.2;0.1;0.2;0.2;0.2;0.1;0;0;0.1;0.3;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;2.2
  08/2017;0;0;0;1.3;6.7;0.4;0;0;0;0;0;0;0;0;0.1;12;4;11.9;0.2;4.8;33.4;0.5;0;0;0;0.1;0.1;0;0;0;0;33.4;75.5
  09/2017;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;10.9;---;10.9;12.6
  10/2017;33.2;0;17.4;1.9;0;0;1.9;5.3;21.2;0;2.4;0.3;2.6;10.2;0.9;0;0;0;0;0;0.7;0;4.3;0.1;0;39.1;0.9;7.2;0;0.8;5.8;39.1;156.2
  11/2017;2.9;0;0;0;32.3;0.7;0;0;3;0.6;17.6;0;0;0;0;0;12.9;9;50;0.4;1.6;11.4;0.3;0;0;3.3;45.1;5.1;0;0;---;50;196.2
  12/2017;0;1.1;0.1;0.2;0;0;0;1.9;5;0;0.6;0.6;0;0;0;0;0;8.9;0;0;29.8;9.9;3.1;0;0;11.7;2.9;0.3;1.6;12.3;15.3;29.8;105.3
  01/2018;10.3;0;0.2;9.6;0;0;1.9;14.6;23.3;0.2;14;0.1;0;1;0;0.2;7.9;10.9;0.9;1.4;0.4;2.1;15.2;14.7;0;0.5;5.5;0;4.2;29.2;18.4;29.2;186.7
  02/2018;1.6;0;0;0;0.4;1.7;0;0;0;0;5.7;0;2.3;2.4;5.5;0.6;0.3;0;0.4;1.8;2.1;0.1;2.7;0;0;0;36.4;0;---;---;---;36.4;64
  03/2018;0;0.6;13.9;0.1;9.3;3.5;10.7;5.2;0.9;0;0;0;12.7;0;33.1;0;0;0;0;7;42.9;2.8;0.1;0;0;0;12.5;14.9;5.4;2.5;24.8;42.9;202.9
  04/2018;19.4;1.8;0;11.2;0;0;0;0;0;0;0;0;0;0;18.6;18.5;0;0.1;0.1;0.1;0.1;0;0;0;0;0;0;0.1;0.1;0.1;---;19.4;70.2
  05/2018;0;0.1;0;0.1;0.1;0;1.4;0;0;0;0.2;0;1.8;0;0;0;0.1;0;0.1;16;0.2;0.1;0;0;0;0.1;0.1;0;0;0.1;0;16;20.5
  06/2018;0;0;1;0.3;0.1;0.3;2;2.2;0.2;0.1;0;0;3.8;9.7;0.8;0.1;0.3;0.2;0.2;0.1;0;0.1;0;0;0;0;0;0;0;0;---;9.7;21.5
  07/2018;0;0;0;0;0;0.1;0.1;0;0;0;0;0.2;0;0;0;0;0;0;0;0.1;0;0.8;0;0.1;0;0;0;0;0;0;19.2;19.2;20.6
  08/2018;2.8;6;0;14.2;0;3.8;6.5;0;1.5;0;0;0;0;0;0;0;1.8;0.8;0;0;0;0;0.1;0;7.2;0.7;0.5;0;0;0;0;14.2;45.9
  09/2018;0;0;1.1;0.6;3.1;1.5;0.1;0.1;0;0;0;0;0;4.9;28.6;0.2;0.6;0.4;0;28.1;7.8;0.1;0;0;0;0;0.2;1.8;1;0.1;---;28.6;80.3
  10/2018;26.7;2.1;0;1.5;0.5;0.1;4.6;3.4;13.5;0.5;0.7;1.1;0;14.9;11.3;0.8;0;48;9;2.5;0;0;0;3.1;13.4;3.8;1.8;12.6;0;0;0;48;175.9
  11/2018;3;0;0;2.4;0.7;0;0;0.1;0.2;0;4.7;0;0;0;0;0.2;0;0;36.9;5.5;0;0;0.5;14.3;9.4;0.5;0;0;0;29.9;---;36.9;108.3
  12/2018;67.9;0.7;1.4;0.2;0;1.9;0;2.7;0.3;0;0;0;0.5;25.8;0;0;0;3.8;2.6;0;0;0;5.3;14.7;9.2;0.2;0;0;9.5;0;0;67.9;146.7
  01/2019;0;0;0;3.8;83.9;12.6;8.3;0;8.8;0;52.1;0;0;13.5;3.9;0;0;0;35.6;14;5.8;0.9;0;0;0.2;21.4;2.5;0.1;0;0.5;0.1;83.9;268
  02/2019;0;0;0;69.1;2.1;7.9;37.4;0;0;0;0;0;22.9;1.1;0;62.7;90.2;0;0.1;0;37.7;22.7;12.2;0.7;0;38.7;16.4;2;---;---;---;90.2;423.9
  03/2019;1.6;2.2;9.5;46.4;0.8;1.8;12.7;8.7;0.1;5.3;155.2;0.6;0;0;38;0.9;0.1;4.6;0;23.8;7.3;5.4;0;0;0.1;0;0;0.7;3.3;0.1;0;155.2;329.2
  04/2019;0;0;0;0;0;0;24.1;17;35.4;48.6;0.4;0;0;2.2;10;0;2.1;0;0;0;0;0;0.8;0.2;0;0;0;0;23.6;0;---;48.6;164.4
  05/2019;0;0;0.1;0;0;0;0.3;1.9;0.2;0;0;0.3;0.2;0;0;5.3;11.3;5.3;4.9;0;0;0;0;0;1.4;0;0;0;13.2;0;9.4;13.2;53.8
  06/2019;13.8;21.4;16.4;6.7;1.8;1.7;0.1;0;0;0.1;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;---;21.4;62.3
  07/2019;0;0;0;11.2;91;5.2;0;0;0;0;0;0;0;0;0;5.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;91;113.8
  08/2019;0;0;1.1;0;0.5;0;0;0;0;0;0;0;0;0.8;0.2;0;0;0;0.3;4.7;0;0.2;0;0.9;0;0;0;0;0;0;0;4.7;8.7
  09/2019;1.2;34.8;6.3;12.2;0.9;5.4;6;0;0;0;0;0;0;0.7;0;0;0;0;0;0.9;8.8;0.4;1.3;0;1.5;1.8;0.1;0;0.2;0;---;34.8;82.5
  10/2019;0;0;0;0;0;0;3.1;0.3;5.8;0;0;0;0;0;0;0.5;1;6.3;5.4;0.4;0;0.3;0;0;0.1;0;0;17.1;0;0;0;17.1;40.3
  11/2019;0;0;0;0.3;0.2;38.8;0.3;0.6;1.5;0;2.4;0.3;0;2.2;12.9;62.5;0;0;0;0;0;0;0.3;3.6;0;0;0;33.6;4.3;0;---;62.5;163.8
  12/2019;0.2;1.2;0.2;0;1;12.6;0;0;0;14.2;27.5;16.1;0;5.8;3.1;0;0;24.6;2.6;0;0.2;0;0.3;6.8;0;0;0;0;0;0;0;27.5;116.4
